2019-01-27 13:36:47.843811,Starting ping_check, ping_check 
2019-01-27 13:36:47.868806,LOG_OK, Successfully pinged: 8.8.8.8, 0.021765571999999622 
2019-01-27 13:36:47.871798,Initiating URL check 
2019-01-27 13:36:53.033162,LOG_OK, Successful ping of, http://google.com, with status code - 200. 
2019-01-27 13:36:58.212916,LOG_OK, Successful ping of, http://google.com, with status code - 200. 
2019-01-27 13:37:03.393453,LOG_OK, Successful ping of, http://google.com, with status code - 200. 
2019-01-27 13:37:08.564035,LOG_OK, Successful ping of, http://google.com, with status code - 200. 
2019-01-27 13:37:13.723664,LOG_OK, Successful ping of, http://google.com, with status code - 200. 
2019-01-27 13:37:18.886540,LOG_OK, Successful ping of, http://google.com, with status code - 200. 
2019-01-27 13:37:24.045160,LOG_OK, Successful ping of, http://google.com, with status code - 200. 
2019-01-27 13:37:29.216132,LOG_OK, Successful ping of, http://google.com, with status code - 200. 
2019-01-27 13:37:34.361637,LOG_OK, Successful ping of, http://google.com, with status code - 200. 
2019-01-27 13:37:39.506745,LOG_OK, Successful ping of, http://google.com, with status code - 200. 
2019-01-27 13:37:44.649393,LOG_OK, Successful ping of, http://google.com, with status code - 200. 
2019-01-27 13:37:49.794361,LOG_OK, Successful ping of, http://google.com, with status code - 200. 
2019-01-27 13:37:54.956920,LOG_OK, Successful ping of, http://google.com, with status code - 200. 
2019-01-27 13:38:00.098627,LOG_OK, Successful ping of, http://google.com, with status code - 200. 
2019-01-27 13:38:05.249532,LOG_OK, Successful ping of, http://google.com, with status code - 200. 
2019-01-27 13:38:10.396015,LOG_OK, Successful ping of, http://google.com, with status code - 200. 
2019-01-27 13:38:15.624471,LOG_OK, Successful ping of, http://google.com, with status code - 200. 
2019-01-27 13:38:20.792106,LOG_OK, Successful ping of, http://google.com, with status code - 200. 
2019-01-27 13:38:25.958663,LOG_OK, Successful ping of, http://google.com, with status code - 200. 
2019-01-27 13:38:31.111473,LOG_OK, Successful ping of, http://google.com, with status code - 200. 
2019-01-27 13:38:36.276543,LOG_OK, Successful ping of, http://google.com, with status code - 200. 
2019-01-27 13:38:41.416222,LOG_OK, Successful ping of, http://google.com, with status code - 200. 
2019-01-27 13:38:46.574552,LOG_OK, Successful ping of, http://google.com, with status code - 200. 
2019-01-27 13:38:51.739624,LOG_OK, Successful ping of, http://google.com, with status code - 200. 
2019-01-27 13:38:56.886671,LOG_OK, Successful ping of, http://google.com, with status code - 200. 
2019-01-27 13:39:02.038999,LOG_OK, Successful ping of, http://google.com, with status code - 200. 
2019-01-27 13:39:07.182670,LOG_OK, Successful ping of, http://google.com, with status code - 200. 
2019-01-27 13:39:12.340540,LOG_OK, Successful ping of, http://google.com, with status code - 200. 
2019-01-27 13:39:17.497805,LOG_OK, Successful ping of, http://google.com, with status code - 200. 
2019-01-27 13:39:22.645962,LOG_OK, Successful ping of, http://google.com, with status code - 200. 
2019-01-27 13:39:27.817518,LOG_OK, Successful ping of, http://google.com, with status code - 200. 
2019-01-27 13:39:32.986113,LOG_OK, Successful ping of, http://google.com, with status code - 200. 
2019-01-27 13:39:38.132818,LOG_OK, Successful ping of, http://google.com, with status code - 200. 
2019-01-27 13:39:43.304991,LOG_OK, Successful ping of, http://google.com, with status code - 200. 
2019-01-27 13:39:48.483294,LOG_OK, Successful ping of, http://google.com, with status code - 200. 
2019-01-27 13:39:53.694832,LOG_OK, Successful ping of, http://google.com, with status code - 200. 
2019-01-27 13:39:58.849916,LOG_OK, Successful ping of, http://google.com, with status code - 200. 
