2019-01-24 16:57:51.620670--LOG_OK-: Successful ping of http://google.com with status code - 200. 12 attempts remain 
2019-01-24 16:57:57.176974--LOG_OK-: Successful ping of http://google.com with status code - 200. 12 attempts remain 
2019-01-24 16:58:02.775259--LOG_OK-: Successful ping of http://google.com with status code - 200. 12 attempts remain 
